location,goods,price,price_factors,supply_volume,quality_grade,record_date
Ring Road (Central Ibadan),Yam,897.28,Pest/Disease Outbreak,High,Grade A (Fresh),2023-04-15
Monatan,Lettuce,496.33,Transportation Cost,Moderate,Grade B (Average),2023-03-06
Egbeda,Cucumber,363.69,Transportation Cost,Moderate,Grade B (Average),2024-03-16
Surulere,Tomatoes,488.85,Government Policies,High,Grade A (Fresh),2023-12-03
Lekki,Onions,604.44,Storage Limitations,Moderate,Grade B (Average),2023-09-26
Badagry,Maize,358.62,Pest/Disease Outbreak,Low,Grade B (Average),2023-05-08
Apapa,Carrots,978.43,Transportation Cost,High,Grade A (Fresh),2023-12-18
Sango,Cucumber,454.52,Seasonal Availability,High,Grade B (Average),2023-07-29
Amuwo Odofin,Cucumber,203.85,Government Policies,High,Grade C (Below Average),2023-05-14
Apata,Pepper,839.62,Government Policies,High,Grade A (Fresh),2023-06-28
Oke Bola,Maize,734.02,Storage Limitations,Low,Grade B (Average),2023-05-08
Jericho,Banana,195.27,Seasonal Availability,Moderate,Grade A (Fresh),2023-03-04
Maryland,Yam,543.88,Seasonal Availability,High,Grade C (Below Average),2023-07-05
Epe,Watermelon,2202.27,Pest/Disease Outbreak,Moderate,Grade B (Average),2023-07-25
Alimosho,Cabbage,404.06,Seasonal Availability,Low,Grade B (Average),2023-12-10
Ijegun,Yam,973.9,Weather Conditions,High,Grade C (Below Average),2023-11-12
Ogba,Cucumber,354.3,Weather Conditions,Low,Grade B (Average),2024-03-21
Alimosho,Okra,851.96,Storage Limitations,High,Grade A (Fresh),2023-06-17
Oke Bola,Spinach,498.39,Government Policies,High,Grade A (Fresh),2023-04-07
Festac Town,Oranges,154.7,Storage Limitations,High,Grade A (Fresh),2023-02-24
Amuwo Odofin,Carrots,938.04,Government Policies,Low,Grade C (Below Average),2023-01-31
Badagry,Sweet Potatoes,201.77,Market Competition,High,Grade A (Fresh),2023-03-08
Samonda,Watermelon,547.66,Transportation Cost,Moderate,Grade A (Fresh),2023-02-14
Bashorun,Pineapple,1388.87,Demand Surge,High,Grade A (Fresh),2023-07-21
Surulere,Pineapple,367.05,Exchange Rate Fluctuation,Low,Grade B (Average),2023-05-03
UI (University of Ibadan),Lettuce,731.14,Transportation Cost,High,Grade B (Average),2023-10-15
Dugbe,Mangoes,440.13,Demand Surge,Moderate,Grade B (Average),2023-11-22
Ologuneru,Maize,506.53,Exchange Rate Fluctuation,Moderate,Grade B (Average),2023-01-09
Ojoo,Onions,403.12,Government Policies,High,Grade A (Fresh),2023-05-20
Amuwo Odofin,Oranges,272.33,Government Policies,High,Grade A (Fresh),2023-07-30
Akobo,Garlic,1272.21,Transportation Cost,Moderate,Grade B (Average),2023-07-10
Sango,Carrots,794.08,Transportation Cost,Moderate,Grade A (Fresh),2023-02-24
Oke Ado,Carrots,846.39,Government Policies,High,Grade C (Below Average),2023-05-03
Gbagada,Sweet Potatoes,663.89,Exchange Rate Fluctuation,High,Grade B (Average),2023-04-25
Apapa,Rice,1741.07,Pest/Disease Outbreak,High,Grade B (Average),2023-10-07
Ogba,Lettuce,324.64,Government Policies,Low,Grade A (Fresh),2023-08-14
Yaba,Fish (Fresh),3308.19,Market Competition,Low,Grade B (Average),2023-02-07
Oshodi,Yam,592.43,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-12-11
Eleyele,Maize,200.11,Storage Limitations,High,Grade A (Fresh),2023-06-24
Ikorodu,Mangoes,177.19,Weather Conditions,High,Grade B (Average),2023-08-18
Lekki,Carrots,550.91,Government Policies,Moderate,Grade A (Fresh),2023-12-05
Agodi GRA,Oranges,274.52,Transportation Cost,Low,Grade A (Fresh),2023-09-15
Badagry,Potatoes,416.68,Transportation Cost,Scarce,Grade A (Fresh),2023-08-16
Dugbe,Carrots,945.79,Fuel Price Hike,High,Grade B (Average),2023-11-09
Akobo,Ginger,1055.91,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-09-24
Apata,Lettuce,254.46,Seasonal Availability,High,Grade C (Below Average),2023-01-27
Mushin,Okra,426.02,Government Policies,Moderate,Grade B (Average),2023-10-16
Apapa,Beans,546.85,Government Policies,Low,Grade B (Average),2024-01-26
Monatan,Onions,706.0,Market Competition,Low,Grade B (Average),2024-01-19
Jericho,Spinach,144.92,Weather Conditions,Moderate,Grade A (Fresh),2024-01-18
Apapa,Pineapple,1100.81,Demand Surge,High,Grade C (Below Average),2023-04-15
Agege,Pineapple,376.59,Seasonal Availability,High,Grade B (Average),2024-03-25
Alimosho,Rice,923.61,Transportation Cost,High,Grade A (Fresh),2023-01-09
Eleyele,Onions,595.52,Fuel Price Hike,Scarce,Grade A (Fresh),2023-10-31
Ajah,Mangoes,409.53,Government Policies,Low,Grade A (Fresh),2023-09-21
Apata,Rice,1112.23,Demand Surge,Low,Grade C (Below Average),2023-04-17
Ogba,Onions,784.21,Weather Conditions,Low,Grade A (Fresh),2023-12-17
Ojoo,Tomatoes,858.83,Storage Limitations,High,Grade A (Fresh),2023-02-03
Apata,Mangoes,403.74,Demand Surge,Low,Grade A (Fresh),2023-09-17
Iwo Road,Onions,363.95,Storage Limitations,High,Grade B (Average),2024-01-04
Iwo Road,Pineapple,1286.89,Demand Surge,Low,Grade A (Fresh),2023-08-18
Anthony Village,Chicken (Live),2965.54,Transportation Cost,Moderate,Grade A (Fresh),2023-02-23
Agodi GRA,Watermelon,576.52,Seasonal Availability,High,Grade B (Average),2023-03-07
Agodi GRA,Tomatoes,561.28,Exchange Rate Fluctuation,Moderate,Grade B (Average),2023-09-16
Magodo,Carrots,489.7,Seasonal Availability,Low,Grade A (Fresh),2023-03-03
Akobo,Pineapple,388.43,Market Competition,High,Grade A (Fresh),2023-02-28
Anthony Village,Spinach,638.63,Fuel Price Hike,Moderate,Grade A (Fresh),2023-08-25
Samonda,Garlic,2732.09,Government Policies,High,Grade A (Fresh),2023-04-23
Challenge,Cabbage,172.23,Transportation Cost,High,Grade A (Fresh),2023-01-12
Mokola,Pineapple,682.99,Transportation Cost,High,Grade A (Fresh),2024-01-08
Ikeja,Cabbage,893.8,Fuel Price Hike,Low,Grade B (Average),2023-02-27
Festac Town,Maize,899.06,Demand Surge,Moderate,Grade A (Fresh),2023-01-24
Agbowo,Oranges,193.82,Seasonal Availability,Moderate,Grade A (Fresh),2023-05-19
Eleyele,Pepper,1323.51,Pest/Disease Outbreak,High,Grade A (Fresh),2023-09-10
Mushin,Chicken (Live),7203.35,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-02-13
Apapa,Oranges,143.51,Weather Conditions,Moderate,Grade A (Fresh),2023-06-03
Epe,Okra,766.43,Pest/Disease Outbreak,Scarce,Grade A (Fresh),2023-05-04
Victoria Island (VI),Fish (Fresh),3919.3,Fuel Price Hike,Low,Grade A (Fresh),2024-02-08
Mokola,Garlic,3280.88,Transportation Cost,Moderate,Grade A (Fresh),2023-05-02
Maryland,Rice,598.01,Transportation Cost,Moderate,Grade A (Fresh),2023-11-11
Orita-Challenge,Ginger,1062.93,Market Competition,Moderate,Grade A (Fresh),2023-02-08
Apapa,Spinach,488.62,Storage Limitations,Scarce,Grade A (Fresh),2023-10-28
Maryland,Banana,220.41,Weather Conditions,Moderate,Grade A (Fresh),2024-01-31
Oshodi,Plantain,279.92,Government Policies,Low,Grade A (Fresh),2023-03-02
Monatan,Onions,432.95,Transportation Cost,High,Grade C (Below Average),2023-02-01
Monatan,Pepper,819.28,Fuel Price Hike,High,Grade C (Below Average),2024-03-25
Yaba,Pepper,971.21,Seasonal Availability,Low,Grade A (Fresh),2023-01-28
Epe,Lettuce,563.64,Pest/Disease Outbreak,Moderate,Grade C (Below Average),2023-09-20
Eleyele,Cabbage,893.9,Demand Surge,Low,Grade B (Average),2023-11-17
Challenge,Ginger,4245.51,Demand Surge,High,Grade C (Below Average),2023-01-01
Egbeda,Potatoes,604.56,Transportation Cost,Moderate,Grade A (Fresh),2023-04-17
Bashorun,Carrots,346.33,Exchange Rate Fluctuation,Low,Grade A (Fresh),2023-04-07
Maryland,Fish (Fresh),2997.36,Demand Surge,High,Grade A (Fresh),2024-02-20
Amuwo Odofin,Okra,648.79,Government Policies,High,Grade C (Below Average),2024-03-20
Maryland,Cabbage,534.15,Fuel Price Hike,Moderate,Grade A (Fresh),2023-07-12
Ikorodu,Cabbage,385.66,Market Competition,Moderate,Grade B (Average),2023-06-10
Victoria Island (VI),Potatoes,366.27,Seasonal Availability,High,Grade B (Average),2023-08-03
Alimosho,Garlic,1954.68,Transportation Cost,Low,Grade A (Fresh),2023-01-25
Alimosho,Maize,741.16,Storage Limitations,Moderate,Grade A (Fresh),2023-03-21
Ogba,Pineapple,348.78,Storage Limitations,Low,Grade A (Fresh),2023-06-06
Challenge,Fish (Fresh),2644.34,Fuel Price Hike,Moderate,Grade B (Average),2023-06-07
Bodija,Fish (Fresh),3856.16,Weather Conditions,High,Grade A (Fresh),2023-03-15
Oluyole Estate,Cucumber,185.61,Storage Limitations,Low,Grade B (Average),2023-07-11
Orita-Challenge,Onions,204.92,Pest/Disease Outbreak,Low,Grade B (Average),2023-03-18
Egbeda,Carrots,536.17,Weather Conditions,Low,Grade B (Average),2024-01-21
Agege,Sweet Potatoes,549.29,Weather Conditions,Low,Grade C (Below Average),2023-06-30
Orita-Challenge,Pineapple,461.0,Fuel Price Hike,High,Grade A (Fresh),2023-07-15
Festac Town,Onions,777.11,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2023-09-25
Amuwo Odofin,Pineapple,574.26,Government Policies,Scarce,Grade B (Average),2023-07-27
Gbagada,Beans,1421.35,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2024-02-03
Ikoyi,Sweet Potatoes,457.3,Transportation Cost,Moderate,Grade B (Average),2023-08-15
Agodi GRA,Garlic,2270.77,Seasonal Availability,High,Grade A (Fresh),2024-01-08
Apata,Maize,661.61,Demand Surge,High,Grade B (Average),2023-05-18
Amuwo Odofin,Tomatoes,488.96,Demand Surge,Scarce,Grade B (Average),2023-02-18
Badagry,Cabbage,241.08,Storage Limitations,Moderate,Grade A (Fresh),2024-03-03
Gbagada,Fish (Fresh),4844.93,Government Policies,Moderate,Grade A (Fresh),2023-01-01
Monatan,Fish (Fresh),1103.91,Pest/Disease Outbreak,Low,Grade A (Fresh),2023-11-25
Egbeda,Cabbage,283.23,Government Policies,High,Grade B (Average),2023-10-28
Ikeja,Spinach,554.36,Seasonal Availability,Moderate,Grade B (Average),2023-06-22
Maryland,Lettuce,734.87,Seasonal Availability,High,Grade B (Average),2023-11-03
Ologuneru,Oranges,237.16,Fuel Price Hike,Low,Grade A (Fresh),2023-03-29
Agbowo,Beans,1911.54,Fuel Price Hike,Low,Grade A (Fresh),2023-04-18
Ologuneru,Beans,1519.38,Demand Surge,High,Grade A (Fresh),2023-12-11
Yaba,Maize,769.26,Demand Surge,High,Grade A (Fresh),2023-09-12
Bodija,Sweet Potatoes,531.2,Government Policies,High,Grade A (Fresh),2023-12-31
Maryland,Ginger,2066.17,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2024-01-07
Epe,Rice,1751.15,Storage Limitations,Moderate,Grade B (Average),2023-11-09
Bashorun,Lettuce,799.02,Demand Surge,Moderate,Grade A (Fresh),2024-02-14
Orita-Challenge,Beans,1899.45,Fuel Price Hike,High,Grade A (Fresh),2023-04-25
Ketu,Okra,1592.57,Demand Surge,High,Grade A (Fresh),2023-09-21
Magodo,Beans,1058.61,Market Competition,Moderate,Grade A (Fresh),2023-11-21
Oshodi,Carrots,949.72,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-03-13
Ojoo,Ginger,1209.61,Government Policies,High,Grade A (Fresh),2023-10-24
Gbagada,Onions,636.63,Demand Surge,High,Grade A (Fresh),2024-03-01
Ikeja,Okra,655.38,Transportation Cost,Scarce,Grade B (Average),2023-06-18
Ikorodu,Tomatoes,646.45,Demand Surge,High,Grade A (Fresh),2023-08-07
Ajah,Yam,1093.74,Fuel Price Hike,Moderate,Grade C (Below Average),2023-03-28
Oluyole Estate,Chicken (Live),8712.07,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2024-01-14
Alimosho,Tomatoes,821.04,Seasonal Availability,Moderate,Grade A (Fresh),2024-02-08
Magodo,Maize,441.94,Pest/Disease Outbreak,Moderate,Grade C (Below Average),2023-08-14
Oshodi,Spinach,396.36,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2023-03-14
Ogba,Lettuce,535.76,Transportation Cost,Moderate,Grade A (Fresh),2024-02-19
Monatan,Sweet Potatoes,1033.83,Demand Surge,High,Grade C (Below Average),2023-11-10
Ajah,Beans,1191.65,Government Policies,High,Grade B (Average),2023-10-20
Ajah,Garlic,2176.88,Weather Conditions,Low,Grade A (Fresh),2023-03-03
Ikoyi,Tomatoes,1006.55,Pest/Disease Outbreak,High,Grade A (Fresh),2023-07-20
Yaba,Watermelon,1210.51,Storage Limitations,High,Grade A (Fresh),2023-12-17
Festac Town,Chicken (Live),6855.93,Transportation Cost,Low,Grade B (Average),2024-02-13
Oshodi,Tomatoes,858.87,Demand Surge,High,Grade A (Fresh),2024-02-26
Monatan,Pineapple,961.85,Market Competition,Moderate,Grade A (Fresh),2023-03-29
Anthony Village,Mangoes,306.49,Transportation Cost,Scarce,Grade B (Average),2024-02-05
Oshodi,Rice,1846.07,Pest/Disease Outbreak,Moderate,Grade C (Below Average),2023-01-28
Magodo,Pepper,606.31,Weather Conditions,Low,Grade B (Average),2024-02-28
Ketu,Fish (Fresh),4015.0,Fuel Price Hike,Moderate,Grade C (Below Average),2023-12-09
Ikeja,Chicken (Live),7900.56,Government Policies,Scarce,Grade A (Fresh),2024-02-11
Dugbe,Spinach,414.58,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-06-13
Gbagada,Sweet Potatoes,303.76,Government Policies,Low,Grade A (Fresh),2023-12-07
Mokola,Sweet Potatoes,333.84,Fuel Price Hike,Moderate,Grade A (Fresh),2023-03-30
Dugbe,Cabbage,487.82,Fuel Price Hike,Moderate,Grade A (Fresh),2023-08-28
Festac Town,Ginger,2830.13,Seasonal Availability,High,Grade A (Fresh),2023-08-06
Egbeda,Cabbage,281.73,Government Policies,Moderate,Grade A (Fresh),2023-04-19
Ologuneru,Mangoes,696.39,Fuel Price Hike,High,Grade A (Fresh),2024-01-28
Epe,Okra,569.83,Market Competition,Moderate,Grade C (Below Average),2023-05-08
Agodi GRA,Cucumber,119.12,Weather Conditions,Moderate,Grade C (Below Average),2023-07-26
Orita-Challenge,Fish (Fresh),2943.99,Transportation Cost,Moderate,Grade B (Average),2023-04-13
Oshodi,Garlic,1893.33,Exchange Rate Fluctuation,Moderate,Grade A (Fresh),2023-08-01
Ketu,Fish (Fresh),4642.56,Market Competition,Low,Grade A (Fresh),2023-12-06
Ring Road (Central Ibadan),Cucumber,371.18,Fuel Price Hike,Scarce,Grade A (Fresh),2023-12-22
Monatan,Banana,681.01,Demand Surge,Moderate,Grade A (Fresh),2023-03-19
Epe,Pepper,586.33,Storage Limitations,Low,Grade B (Average),2023-10-17
Alimosho,Ginger,3397.65,Fuel Price Hike,Moderate,Grade A (Fresh),2023-11-07
Molete,Banana,449.06,Weather Conditions,Low,Grade A (Fresh),2023-03-09
Surulere,Potatoes,518.33,Weather Conditions,High,Grade A (Fresh),2023-10-15
Mushin,Okra,965.61,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-12-24
Mokola,Sweet Potatoes,615.88,Weather Conditions,Low,Grade B (Average),2023-05-25
Epe,Chicken (Live),3288.15,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2024-01-14
Yaba,Okra,773.31,Storage Limitations,Moderate,Grade A (Fresh),2024-02-02
Agbowo,Rice,1295.87,Market Competition,High,Grade B (Average),2023-12-11
Apapa,Sweet Potatoes,396.96,Pest/Disease Outbreak,High,Grade A (Fresh),2023-12-16
Challenge,Mangoes,509.53,Weather Conditions,Scarce,Grade A (Fresh),2023-08-17
Apata,Pepper,1341.72,Government Policies,High,Grade A (Fresh),2023-08-03
Ring Road (Central Ibadan),Watermelon,3238.52,Fuel Price Hike,High,Grade B (Average),2023-06-12
Jericho,Cucumber,123.96,Storage Limitations,Low,Grade A (Fresh),2023-06-18
Mushin,Pineapple,515.09,Pest/Disease Outbreak,High,Grade B (Average),2023-07-12
Ikoyi,Carrots,521.59,Demand Surge,High,Grade A (Fresh),2023-03-01
Surulere,Potatoes,666.02,Exchange Rate Fluctuation,Moderate,Grade A (Fresh),2024-01-21
Alimosho,Pineapple,571.8,Pest/Disease Outbreak,High,Grade C (Below Average),2023-07-01
Iwo Road,Plantain,484.88,Weather Conditions,Moderate,Grade A (Fresh),2024-03-08
Mushin,Cucumber,458.69,Demand Surge,Moderate,Grade A (Fresh),2023-06-14
Epe,Tomatoes,1533.11,Fuel Price Hike,High,Grade A (Fresh),2023-07-21
Jericho,Oranges,115.31,Transportation Cost,Moderate,Grade A (Fresh),2023-06-02
Oke Ado,Banana,116.03,Weather Conditions,Low,Grade A (Fresh),2023-12-25
Oluyole Estate,Tomatoes,819.16,Market Competition,Moderate,Grade C (Below Average),2023-09-21
Apapa,Carrots,347.39,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-01-23
Ring Road (Central Ibadan),Tomatoes,1085.77,Storage Limitations,High,Grade A (Fresh),2023-12-27
Eleyele,Maize,406.47,Weather Conditions,Low,Grade A (Fresh),2023-03-27
Ring Road (Central Ibadan),Spinach,265.66,Government Policies,Moderate,Grade B (Average),2023-10-16
Ologuneru,Chicken (Live),9780.05,Seasonal Availability,High,Grade A (Fresh),2023-12-14
Samonda,Cabbage,596.72,Exchange Rate Fluctuation,Low,Grade A (Fresh),2023-11-29
Oke Bola,Yam,1276.39,Market Competition,Moderate,Grade A (Fresh),2023-09-10
Monatan,Onions,413.49,Seasonal Availability,Moderate,Grade B (Average),2023-01-02
Eleyele,Ginger,1809.45,Weather Conditions,Scarce,Grade B (Average),2023-01-27
Victoria Island (VI),Okra,729.44,Storage Limitations,High,Grade A (Fresh),2023-11-26
Badagry,Maize,1079.63,Demand Surge,High,Grade B (Average),2023-05-15
Eleyele,Cucumber,494.38,Government Policies,Scarce,Grade C (Below Average),2023-04-02
Ikeja,Banana,205.7,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2023-07-23
Monatan,Pineapple,589.19,Exchange Rate Fluctuation,Moderate,Grade A (Fresh),2023-08-26
Samonda,Lettuce,1034.61,Demand Surge,High,Grade A (Fresh),2023-10-02
Surulere,Okra,216.55,Storage Limitations,Low,Grade B (Average),2023-06-15
Bodija,Rice,1166.85,Market Competition,High,Grade A (Fresh),2023-12-18
Ring Road (Central Ibadan),Okra,842.55,Demand Surge,Moderate,Grade A (Fresh),2023-04-30
Oshodi,Ginger,4239.21,Fuel Price Hike,High,Grade A (Fresh),2023-10-24
Mushin,Oranges,180.15,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2023-08-17
Ketu,Carrots,657.82,Demand Surge,Moderate,Grade A (Fresh),2023-03-18
Anthony Village,Fish (Fresh),2764.98,Demand Surge,High,Grade A (Fresh),2023-06-07
Samonda,Plantain,1577.59,Fuel Price Hike,Moderate,Grade B (Average),2023-05-16
Ring Road (Central Ibadan),Lettuce,368.34,Government Policies,Moderate,Grade A (Fresh),2023-01-07
Ojodu,Beans,994.21,Demand Surge,High,Grade C (Below Average),2023-11-18
Lekki,Maize,848.18,Seasonal Availability,High,Grade A (Fresh),2023-09-14
Oke Bola,Spinach,269.2,Weather Conditions,Low,Grade B (Average),2023-05-25
Sango,Okra,234.12,Transportation Cost,High,Grade A (Fresh),2024-01-09
Lekki,Fish (Fresh),2486.61,Demand Surge,Scarce,Grade B (Average),2024-02-17
Oshodi,Potatoes,799.9,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2023-11-26
Yaba,Banana,381.96,Market Competition,High,Grade B (Average),2023-08-09
Oshodi,Potatoes,429.15,Market Competition,Moderate,Grade A (Fresh),2023-10-18
Oke Ado,Carrots,520.81,Exchange Rate Fluctuation,Moderate,Grade A (Fresh),2023-08-06
Ikoyi,Plantain,858.38,Exchange Rate Fluctuation,Low,Grade A (Fresh),2023-09-03
Agbowo,Yam,1498.33,Transportation Cost,Moderate,Grade A (Fresh),2023-05-21
Maryland,Plantain,448.04,Pest/Disease Outbreak,Low,Grade A (Fresh),2024-02-27
Apapa,Plantain,475.68,Transportation Cost,High,Grade A (Fresh),2023-07-30
Oshodi,Rice,2206.94,Demand Surge,High,Grade C (Below Average),2023-06-15
Epe,Yam,707.81,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2023-07-01
Festac Town,Okra,855.29,Transportation Cost,High,Grade A (Fresh),2023-10-10
Gbagada,Tomatoes,1106.39,Market Competition,High,Grade A (Fresh),2023-08-25
Akobo,Banana,479.48,Storage Limitations,Moderate,Grade A (Fresh),2024-03-31
Bashorun,Lettuce,493.16,Storage Limitations,Moderate,Grade B (Average),2023-06-26
Agege,Carrots,971.84,Transportation Cost,High,Grade A (Fresh),2023-11-23
Eleyele,Tomatoes,612.59,Demand Surge,Low,Grade A (Fresh),2024-02-11
Ikeja,Maize,750.23,Market Competition,High,Grade C (Below Average),2023-03-06
Mokola,Pepper,511.9,Seasonal Availability,High,Grade A (Fresh),2023-06-22
Ogba,Sweet Potatoes,339.06,Market Competition,High,Grade B (Average),2023-06-23
Bashorun,Oranges,297.13,Seasonal Availability,Moderate,Grade A (Fresh),2023-12-16
Ikeja,Yam,847.21,Seasonal Availability,Scarce,Grade B (Average),2024-01-10
Epe,Watermelon,2076.21,Market Competition,High,Grade B (Average),2023-11-01
Ikorodu,Garlic,2769.1,Seasonal Availability,Moderate,Grade B (Average),2023-02-11
Ogba,Pineapple,470.69,Market Competition,High,Grade A (Fresh),2023-08-15
Ikorodu,Cucumber,357.87,Demand Surge,Moderate,Grade A (Fresh),2023-10-27
Mokola,Sweet Potatoes,929.49,Demand Surge,High,Grade A (Fresh),2023-06-07
Jericho,Cucumber,156.38,Demand Surge,Scarce,Grade A (Fresh),2023-07-08
Gbagada,Chicken (Live),2582.28,Seasonal Availability,Scarce,Grade A (Fresh),2023-03-22
Bashorun,Mangoes,354.38,Market Competition,Moderate,Grade C (Below Average),2023-05-11
Orita-Challenge,Beans,1106.19,Weather Conditions,High,Grade B (Average),2023-08-21
Badagry,Spinach,116.05,Seasonal Availability,High,Grade C (Below Average),2024-01-31
Festac Town,Tomatoes,501.87,Government Policies,Moderate,Grade B (Average),2023-10-28
Oke Ado,Plantain,830.69,Seasonal Availability,High,Grade A (Fresh),2023-06-25
Ojodu,Mangoes,674.55,Fuel Price Hike,High,Grade A (Fresh),2023-11-04
Oke Bola,Garlic,3643.24,Fuel Price Hike,Moderate,Grade A (Fresh),2023-08-22
Oshodi,Watermelon,1911.82,Storage Limitations,Low,Grade A (Fresh),2023-12-05
Oluyole Estate,Beans,570.56,Government Policies,Moderate,Grade A (Fresh),2024-02-03
Ikeja,Okra,402.1,Transportation Cost,High,Grade A (Fresh),2023-06-13
Agege,Rice,3417.43,Demand Surge,High,Grade A (Fresh),2024-01-15
Mushin,Spinach,430.43,Demand Surge,High,Grade A (Fresh),2023-08-05
